MR ID,MR Date,Subject,ScanId,ScanType,SeriesDesc,Project,stat_mean,stat_snr,stat_stddev,AGAR_SFNR,PercentFluctuation,Drift,rdc,meanfwhmx,meanfwhmy,meanfwhmz,meanghost,meanbrightghost,driftfit,BIRN_HUMAN_MEAN,BIRN_HUMAN_SNR,BIRN_HUMAN_SFNR,BIRN_HUMAN_MEAN_MASKED_FWHMX,BIRN_HUMAN_MEAN_MASKED_FWHMY,BIRN_HUMAN_MEAN_MASKED_FWHMZ,XNAT_QCASSESSMENTDATA ID,Scanner,Subject Label
AGAR_ABCD07_20chBay2_20181029,2018-10-29,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1259.1,372.3,0.28,374.4,0.02,0.28,14.3,2.719,2.248,2.721,2.897,5.202,0.22,1508.7,441.8,437.1,2.905,2.46,3.243,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181029,2018-10-29,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,876.6,51.9,0.76,51.9,0.09,1.18,23.5,2.103,1.695,1.147,4.228,7.973,0.75,1106.7,72.0,71.1,2.151,1.767,1.311,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181106,2018-11-06,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,871.3,51.1,0.8,51.4,0.09,0.94,25.0,2.105,1.703,1.159,4.397,8.471,0.47,1099.0,72.3,71.1,2.227,1.84,1.53,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181106,2018-11-06,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1261.4,368.1,0.26,376.8,0.02,0.13,15.6,2.699,2.266,2.652,2.977,5.315,0.05,1505.1,439.0,438.5,3.275,2.944,3.893,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181116,2018-11-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,840.5,49.7,0.86,50.9,0.1,1.22,22.7,2.109,1.718,1.164,4.502,8.702,0.64,1105.1,73.7,71.3,2.179,1.792,1.39,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181116,2018-11-16,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1209.7,375.1,0.26,365.4,0.02,0.19,14.6,2.711,2.335,2.697,3.091,5.759,0.1,1513.8,460.1,448.1,2.896,2.54,3.254,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181125,2018-11-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,884.7,52.8,0.8,54.0,0.09,1.25,23.4,2.104,1.704,1.164,4.382,8.359,0.58,1111.9,75.1,72.7,2.249,1.868,1.586,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181125,2018-11-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1279.6,381.2,0.29,383.4,0.02,0.21,13.7,2.719,2.309,2.698,2.977,5.326,0.14,1516.6,446.2,444.7,3.361,3.046,3.984,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181128,2018-11-28,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1244.0,368.8,0.29,368.1,0.02,0.33,14.0,2.7,2.237,2.701,2.902,5.193,0.27,1497.8,438.3,434.6,3.14,2.654,3.761,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181128,2018-11-28,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,862.8,49.3,0.76,50.5,0.09,1.31,27.0,2.103,1.695,1.161,4.202,7.844,0.85,1095.4,71.0,70.1,2.156,1.77,1.369,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181206,2018-12-06,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,857.4,51.7,0.8,49.3,0.09,1.17,25.8,2.103,1.696,1.163,4.208,8.062,0.61,1089.3,71.7,69.7,2.141,1.76,1.282,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181206,2018-12-06,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1229.0,363.1,0.26,363.8,0.02,0.27,14.5,2.698,2.244,2.669,2.862,5.064,0.2,1488.9,440.3,431.6,2.877,2.442,3.197,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181213,2018-12-13,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1271.3,393.6,0.31,375.4,0.02,0.2,13.3,2.718,2.25,2.738,2.921,5.224,0.12,1529.7,456.0,441.7,3.125,2.636,3.725,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181213,2018-12-13,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,884.2,52.8,0.77,52.5,0.09,1.17,23.4,2.103,1.693,1.152,4.235,8.077,0.57,1121.6,74.4,72.3,2.196,1.791,1.505,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181219,2018-12-19,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,874.2,58.9,0.73,56.7,0.08,1.19,29.3,2.104,1.709,1.183,4.113,7.837,0.77,1091.2,78.8,75.4,2.26,1.897,1.663,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181219,2018-12-19,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1260.5,367.7,0.28,374.9,0.02,0.15,14.1,2.695,2.229,2.597,2.959,5.286,0.08,1491.7,438.7,436.9,3.335,2.954,3.92,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181227,2018-12-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1267.1,374.0,0.28,377.2,0.02,0.21,14.2,2.692,2.247,2.664,2.942,5.302,0.11,1473.6,426.4,431.6,3.67,3.362,4.485,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20181227,2018-12-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,866.3,50.8,0.75,52.9,0.09,0.87,24.2,2.104,1.698,1.17,4.302,8.198,0.37,1073.9,71.5,70.2,2.295,1.929,1.636,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190105,2019-01-05,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1256.3,365.8,0.31,370.4,0.02,0.16,14.9,2.708,2.255,2.651,2.887,5.162,0.05,1511.2,423.1,438.0,2.884,2.463,3.211,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190105,2019-01-05,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,867.3,49.6,0.8,51.2,0.09,0.83,23.9,2.104,1.695,1.147,4.244,8.232,0.45,1104.1,71.7,70.9,2.156,1.771,1.348,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190115,2019-01-13,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,875.4,55.9,1.07,54.6,0.12,1.85,16.0,2.111,1.715,1.16,4.784,9.329,1.17,1123.1,76.6,73.5,2.291,1.856,1.674,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190115,2019-01-13,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1287.2,382.2,0.29,390.3,0.02,0.22,13.7,2.697,2.373,2.642,3.178,6.113,0.14,1547.4,455.4,461.8,3.205,2.85,4.02,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190119,2019-01-19,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1242.1,371.2,0.27,367.2,0.02,0.21,16.1,2.688,2.214,2.652,2.885,5.134,0.13,,,,,,,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190119,2019-01-19,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,,,,,,,,,,,,,,,,,,,,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190126,2019-01-26,HCPIntradb_S04439,4,fMRI,ABCD_QA_fMRI,Prisma_QC,871.1,65.8,0.68,65.0,0.08,1.26,21.5,2.107,1.712,1.203,4.126,8.208,0.82,1098.9,80.7,78.1,2.165,1.787,1.423,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190126,2019-01-26,HCPIntradb_S04439,6,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1245.2,369.5,0.27,371.6,0.02,0.14,15.2,2.718,2.247,2.675,3.089,5.743,0.04,1496.5,436.0,439.8,2.888,2.495,3.121,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190131,2019-01-31,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1256.3,373.8,0.29,369.4,0.02,0.32,13.4,2.694,2.242,2.635,2.942,5.201,0.23,1482.8,430.0,428.8,4.206,3.824,5.067,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190131,2019-01-31,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,866.9,49.9,0.73,52.2,0.08,0.73,26.1,2.103,1.698,1.213,4.33,8.395,0.3,1085.1,70.7,70.0,2.42,2.085,1.851,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190220,2019-02-20,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1239.1,372.5,0.26,364.3,0.02,0.24,15.3,2.7,2.216,2.703,2.873,5.102,0.18,1484.1,422.5,429.6,3.158,2.725,3.751,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190220,2019-02-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,862.5,51.7,0.82,49.6,0.1,1.33,23.4,2.103,1.697,1.166,4.165,8.003,0.78,1085.6,71.7,69.4,2.191,1.804,1.471,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190310,2019-03-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1237.3,356.8,0.28,368.5,0.02,0.17,15.0,2.69,2.257,2.612,2.971,5.374,0.08,1485.1,434.1,434.2,3.86,3.552,4.702,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190310,2019-03-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,850.6,46.7,0.84,50.5,0.1,1.03,23.3,2.105,1.704,1.19,4.365,8.502,0.5,1083.2,71.8,70.0,2.38,2.004,1.826,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190312,2019-03-12,HCPIntradb_S04439,11,fMRI,ABCD_QA_fMRI,Prisma_QC,890.6,53.8,0.79,55.4,0.09,1.38,23.1,2.108,1.714,1.169,4.411,8.535,1.04,1122.5,77.0,74.0,2.186,1.8,1.423,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190312,2019-03-12,HCPIntradb_S04439,13,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1282.1,389.9,0.3,387.7,0.02,0.39,12.6,2.722,2.348,2.703,2.998,5.652,0.29,1526.7,457.5,450.9,3.125,2.696,3.664,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190320,2019-03-20,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1313.4,395.5,0.28,389.4,0.02,0.13,14.7,2.701,2.253,2.638,2.857,5.114,0.04,1561.5,462.0,455.9,3.634,3.258,4.369,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190320,2019-03-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,907.0,54.1,0.72,54.5,0.08,0.9,26.8,2.105,1.698,1.153,4.236,8.313,0.59,1139.2,75.2,73.7,2.28,1.903,1.622,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190404,2019-04-04,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1251.7,391.9,0.26,375.9,0.02,0.14,15.2,2.713,2.352,2.674,3.093,5.79,0.03,1538.4,464.4,450.7,2.986,2.683,3.44,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190404,2019-04-04,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,857.0,52.2,1.17,52.3,0.14,1.18,14.0,2.109,1.713,1.172,4.542,8.853,0.6,1118.2,73.8,71.8,2.183,1.793,1.447,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190410,2019-04-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,891.9,50.9,0.82,51.3,0.09,1.09,21.6,2.104,1.698,1.164,4.164,7.927,0.64,1117.1,72.6,71.4,2.22,1.811,1.557,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190410,2019-04-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1276.9,372.4,0.3,376.9,0.02,0.22,13.1,2.698,2.236,2.682,2.859,5.094,0.12,1530.6,442.5,444.3,3.359,2.827,4.178,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190420,2019-04-20,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,885.8,51.1,0.73,53.2,0.08,0.87,25.0,2.104,1.695,1.16,4.263,8.369,0.44,1115.7,73.5,72.5,2.254,1.899,1.598,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190420,2019-04-20,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1279.1,380.5,0.29,380.3,0.02,0.21,14.4,2.7,2.229,2.7,2.877,5.148,0.15,1528.2,458.8,445.5,3.705,3.389,4.64,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190422,2019-04-22,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,908.5,52.7,0.81,52.9,0.09,0.88,23.6,2.108,1.704,1.155,4.175,8.064,0.46,1135.5,73.4,72.2,2.242,1.831,1.625,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190422,2019-04-22,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1305.9,384.2,0.29,387.1,0.02,0.21,14.6,2.71,2.22,2.659,2.835,5.067,0.11,1554.9,451.5,449.9,3.245,2.752,3.902,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190501,2019-05-01,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,904.0,70.6,0.64,68.3,0.07,1.45,23.7,2.107,1.714,1.212,4.085,8.554,1.03,1113.5,83.8,79.7,2.31,1.958,1.802,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190501,2019-05-01,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1280.4,385.8,0.26,385.8,0.02,0.26,14.4,2.71,2.253,2.618,3.06,5.631,0.19,1521.7,449.7,450.8,3.434,3.148,3.985,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190508,2019-05-08,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,877.0,52.3,0.77,52.7,0.09,0.94,23.9,2.104,1.698,1.144,4.328,8.273,0.48,1119.9,73.3,71.8,2.209,1.807,1.499,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190508,2019-05-08,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1279.9,390.1,0.29,381.2,0.02,0.19,14.8,2.691,2.254,2.647,2.993,5.519,0.12,1538.0,451.5,448.8,3.179,2.832,3.726,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190516,2019-05-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,883.3,50.5,0.98,51.4,0.11,1.12,19.4,2.104,1.706,1.166,4.148,8.019,0.52,1087.7,72.8,72.3,2.181,1.821,1.426,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190516,2019-05-16,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1270.2,383.5,0.27,377.2,0.02,0.12,13.3,2.684,2.208,2.582,2.902,5.159,0.03,1486.0,438.0,435.0,3.165,2.802,3.668,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190526,2019-05-26,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1304.9,375.1,0.23,389.7,0.02,0.25,17.7,2.703,2.219,2.705,2.802,5.03,0.21,1555.8,450.2,454.0,2.999,2.597,3.536,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190526,2019-05-26,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,921.8,53.4,0.8,54.0,0.09,1.15,23.1,2.105,1.697,1.154,4.188,8.363,0.58,1137.8,73.2,73.2,2.153,1.774,1.35,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190615,2019-06-15,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,926.9,57.6,0.73,55.8,0.08,0.89,26.0,2.106,1.7,1.148,4.167,8.316,0.54,1137.6,76.3,73.7,2.167,1.804,1.408,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190615,2019-06-15,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1333.6,406.9,0.27,396.1,0.02,0.26,14.5,2.72,2.251,2.709,2.824,5.052,0.18,1556.2,451.6,452.7,3.029,2.571,3.545,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190621,2019-06-21,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,921.1,57.9,0.75,55.4,0.08,1.42,25.1,2.105,1.697,1.139,4.193,7.953,0.86,1147.6,77.4,74.0,2.186,1.793,1.414,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190621,2019-06-21,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1319.6,387.8,0.27,392.3,0.02,0.31,14.4,2.697,2.224,2.63,2.853,5.094,0.26,1571.4,461.4,458.1,3.088,2.626,3.688,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190627,2019-06-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,934.9,53.2,0.73,55.6,0.08,1.07,27.1,2.105,1.702,1.159,4.124,7.747,0.65,1144.6,74.4,73.8,2.184,1.8,1.415,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190627,2019-06-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1341.7,402.6,0.25,398.5,0.02,0.24,16.6,2.685,2.208,2.643,2.793,4.928,0.18,1563.2,448.2,455.2,3.114,2.684,3.767,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190705,2019-07-05,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,893.6,52.0,0.76,54.2,0.08,1.44,26.3,2.105,1.699,1.174,4.4,8.392,0.87,1137.1,76.5,73.9,2.293,1.892,1.667,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190705,2019-07-05,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1283.5,381.5,0.3,386.1,0.02,0.33,14.4,2.707,2.28,2.661,2.977,5.324,0.26,1547.5,458.2,456.5,3.519,3.215,4.193,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190712,2019-07-12,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1291.7,385.9,0.26,386.4,0.02,0.21,14.5,2.693,2.233,2.664,2.863,4.99,0.17,1538.7,466.2,450.9,3.338,2.972,3.988,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190712,2019-07-12,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,898.7,52.4,0.78,54.0,0.09,1.1,25.1,2.105,1.698,1.149,4.232,8.16,0.51,1124.4,74.0,72.9,2.221,1.839,1.526,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190725,2019-07-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,887.5,49.4,0.72,52.3,0.08,0.8,27.4,2.103,1.695,1.163,4.138,7.655,0.46,1120.8,72.3,71.8,2.216,1.866,1.492,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190725,2019-07-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1262.2,370.2,0.25,374.4,0.02,0.19,16.9,2.698,2.237,2.69,2.834,5.06,0.12,1529.2,437.9,443.7,3.33,3.01,3.943,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190730,2019-07-30,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,932.6,51.9,0.79,54.0,0.08,0.79,23.3,2.101,1.694,1.192,4.191,7.974,0.47,1185.0,75.6,74.4,2.305,1.965,1.649,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190730,2019-07-30,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1324.7,391.7,0.25,391.6,0.02,0.25,16.5,2.715,2.25,2.703,2.838,5.108,0.21,1622.8,450.0,468.9,3.883,3.52,4.678,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190809,2019-08-09,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,921.2,52.4,0.76,54.6,0.08,1.13,27.7,2.103,1.698,1.164,4.054,7.785,0.75,1124.9,74.0,72.5,2.185,1.801,1.429,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190809,2019-08-09,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1317.8,381.4,0.24,391.9,0.02,0.29,15.8,2.673,2.206,2.605,2.756,4.815,0.26,1531.7,435.5,448.3,3.163,2.699,3.799,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190816,2019-08-16,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1312.4,389.7,0.29,391.2,0.02,0.26,12.7,2.706,2.246,2.672,2.83,5.017,0.18,1548.9,453.2,450.5,3.529,3.228,4.225,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190816,2019-08-16,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,912.0,52.3,0.71,55.1,0.08,0.96,27.9,2.103,1.695,1.146,4.145,7.941,0.5,1128.3,75.3,73.3,2.254,1.898,1.564,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190821,2019-08-21,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,938.8,69.6,0.68,69.9,0.07,1.25,21.9,2.106,1.713,1.177,3.938,7.701,0.89,1141.6,86.5,81.2,2.171,1.806,1.463,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190821,2019-08-21,HCPIntradb_S04439,9,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1323.3,409.9,0.25,396.2,0.02,0.3,17.5,2.704,2.236,2.658,2.908,5.262,0.24,1556.8,469.2,458.1,2.869,2.453,3.127,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190827,2019-08-27,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,923.9,54.3,0.74,55.5,0.08,1.3,23.4,2.105,1.694,1.14,4.094,7.727,0.75,1151.0,75.6,74.2,2.191,1.787,1.418,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190827,2019-08-27,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1311.4,378.0,0.23,392.1,0.02,0.31,17.2,2.707,2.244,2.699,2.782,4.957,0.25,1567.9,447.9,458.8,3.12,2.653,3.716,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190908,2019-09-08,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1299.5,395.6,0.26,396.5,0.02,0.29,15.9,2.7,2.323,2.694,2.851,5.168,0.24,1559.0,470.5,465.1,3.115,2.712,3.739,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190908,2019-09-08,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,920.9,58.3,0.77,58.3,0.08,1.33,21.8,2.105,1.707,1.16,4.226,7.988,0.91,1147.7,81.2,77.1,2.208,1.815,1.477,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190910,2019-09-10,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,917.3,56.3,0.7,55.4,0.08,1.03,23.9,2.104,1.706,1.137,4.197,8.079,0.52,1162.5,78.0,74.9,2.173,1.784,1.337,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190910,2019-09-10,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1309.6,401.1,0.27,392.9,0.02,0.25,15.4,2.719,2.311,2.703,2.865,5.165,0.18,1594.3,475.4,468.2,2.948,2.585,3.302,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190917,2019-09-17,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1240.2,362.7,0.26,370.1,0.02,0.17,15.4,2.71,2.302,2.631,2.904,5.194,0.07,1527.9,447.2,447.7,2.865,2.477,3.104,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190917,2019-09-17,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,866.3,48.5,0.79,50.1,0.09,0.85,25.7,2.108,1.71,1.14,4.218,8.056,0.24,1116.6,73.5,71.4,2.165,1.774,1.368,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190925,2019-09-25,HCPIntradb_S04439,8,fMRI,ABCD_QA_fMRI,Prisma_QC,931.1,54.9,0.77,55.5,0.08,0.74,25.1,2.103,1.694,1.165,4.063,7.722,0.47,1142.0,76.2,73.8,2.305,1.948,1.655,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20190925,2019-09-25,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1334.0,404.9,0.24,398.4,0.02,0.26,16.2,2.674,2.211,2.575,2.776,4.941,0.2,1563.2,466.4,460.8,3.713,3.426,4.469,,AWP166038,AGAR_ABCD07
AGAR_ABCD07_20chBay2_20191001,2019-10-01,HCPIntradb_S04439,10,fMRI,FBIRN_QA_fMRI_flip77,Prisma_QC,1296.7,382.3,0.25,387.5,0.02,0.21,16.7,2.694,2.223,2.642,2.854,5.093,0.15,1563.5,459.1,456.3,3.02,2.649,3.434,,AWP166038,AGAR_ABCD07
